exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Physics,1986,"Which of the following is most strongly deflected
by a magnetic field?",gammarays,alphaparticles,beta-particles,X-rays.,,,
JAMB,Physics,1987,"Which of the following units is equivalent to kg
ms-1?",Ns-1,Nms,Ns,Js-1,,,
JAMB,Physics,1987,"A man walks 8km north and then 5km in a direction
600 east of north. Find the distance from his starting
point.
A.11.36km
B. 12.36km
C.13.00km
D14.36km.",,,,,,,
JAMB,Physics,1987,"8 V E L O C IT Y (m s )
-1 6",,,,,,,
JAMB,Physics,1987,"2 0 1.0 2.0 3.0 4.0 Q The velocity – time graph above describes the
motion of a particle between two points P and Q.
What is the distance between P and Q?",17.0 m,18.0 m,22.5 m,"30.0 m 4.
A jet engine develops a thrust of 270Ns when the
velocity of the exhaust gases relative to the engine
is 300m s-1. What is the mass of the material ejected
per second?
A.
81.00 kg
B.
9.00 kg
C.
0.90 kg
D.
0.09 kg",,,
JAMB,Physics,1987,"M1 M2 Fig. 1 Figure 1 above shows two connected bodies of
masses m1 and m2 in equilibrium under gravity. The
tension in the upper string is",(m1 – m2)g,m1g,m2g,(m1 + m2)g.,,,
JAMB,Physics,1987,"An elevator of mass 4800kg is supported by a cable
which can safely withstand a maximum tension of
60 000N. the maximum upward acceleration the
elevator can have is",2.5m s-2,5.0m s-2,7.5m s-2,10.0m s-2 (g = 10m s-2),,,
JAMB,Physics,1987,"10m 7. Fig. 2.
A 50.0kg block is dropped on a string from a point
10m above (Fig. 2). If the force constant of the
spring is 4.0 x 104 Nm-1, find the maximum
compression of the spring.",1.25 m,0.50 m,0.25 m,"0.05 m
(g = 10 ms-2)",,,
JAMB,Physics,1987,"A constant force of 40N acting on a body initially
at rest gives an acceleration of 0.1ms-2 for 4s.
Calculate the work done by the force.",8 J,10 J,32 J,160 J,,,
JAMB,Physics,1987,"A body rolls down a slope from a height of 100m.
Its velocity at the foot of the slope 20ms-1. What
percentage of its initial potential energy is
converted into kinetic energy?",40 %,35 %,20%,"15 %
(g = 10ms-2)",,,
JAMB,Physics,1987,"10 [g= 10 ms ]
-1 Q1
Q2 Water with high
Kinetic energy
Water with low
Kinetic energy E Electrical Energy Fig. 3.
Figure 3 above represents the main sequence of
energy conversion at Kainji dam. The efficiency
of the system is","Q1 .
Q2",,"E .
(Q1 – Q2)","E .
(Q1 + Q2)",".
Q1",,
JAMB,Physics,1987,"The coefficient os static friction between a 40kg
crate and a concrete surface is 0.25. Find the
magnitude of the minimum force needed to keep
the crate stationary on the concrete base inclined
at 450 to the horizontal.[g = 10ms-2]",400 N,300 N,283 N,212 N,,,
JAMB,Physics,1987,"If a beaker is filled with water, it is observed that
the surface of the water is not horizontal at the
glass-water interface. This behaviour is due to",Friction,Viscosity,Surface tension,Evaporation.,,,
JAMB,Physics,1987,"The mechanical advantage (MA) of an inclined
plane depends on",Its length,Its height],The product of its length and height,The ratio of its length and its height. III,,,
JAMB,Physics,1987,"A load of 5N gives an extension of 0.56cm in a wire
which obeys Hooke’s law. What is the extension
caused by a load of 20N?",1.12 cm,2.14 cm,2.24 cm,2.52 cm.,,,
JAMB,Physics,1987,"A cube of side 10cm and mass 0.5kg floats in a
liquid with only 1/5 of its height above the liquid
surface. What is the relative density of the liquid?",0.125,0.250,0.625,2.500.,,,
JAMB,Physics,1987,"The distance between the fixed points of centigrade
thermometer is 20cm. What is the temperature when
the mercury level is 4.5cm above the lower mark?",22.50C,29.00C,90.00C,100.00C,,,
JAMB,Physics,1987,"A metallic strip of iron and brass was heated. Which
of the following diagrams accurately illustrates the
shape of the strip after heating? 17. Brass dagram Iron Brass Iron Brass Iron Brass Iron",,,,,,,
JAMB,Physics,1987,"The length of a side of a metallic cube at 200C is
5.0cm. Given that the linear expansivity of the
metal is 4.0 x 10-5 k-1 Find the volume of the cube
at 1200C.",126.50 cm3,126.25 cm3,126.00 cm3,125.00 cm3,,,
JAMB,Physics,1987,"As a result of air at the top of a barometer, the
height of the mercury column is 73.5cm when it
should be 75.0cm; the volume of the space above
the mercury is 8.0 cm3 Calculate the correct
barometric height when the barometer reads 74.0cm
and the volume of the space above the mercury is
6.0 cm3.",72.0 cm,74.5 cm,75.1 cm,76.0 cm,,,
JAMB,Physics,1987,"A fixed quantity of gas is subjected to various
pressures P and the corresponding volumes V
measured at a constant temperature. Which of the
following graphs best represent the results? I P diagram P V
V V II
IV P
P V
V","I, II","II, III","II, IV","III, IV",,,
JAMB,Physics,1987,"Hot water is added to three times its mass of water
at 100C and the resulting temperature is 200C. What
is the initial temperature of the hot water?",1000C,800C,500C,400C,,,
JAMB,Physics,1987,"22,000J of heat is required to raise the temperature
of 1.5kg of paraffin from 200C. Calculate the specific
heat capacity of paraffin.",1466J kg-1 0C-1,2933J kg-1 0C-1,4400J kg-1 0C-1,5866J kg-1 0C-1,,,
JAMB,Physics,1987,"Calculate the amount of heat required to convert
2kg of ice at –20C to water at 0 0C. (Specific heat
capacity of ice = 2090J kg-1 0C-1, specific latent heat
of fusion = 333kJ kg-1).",666J,8 360J,666 000J,674 360J.,,,
JAMB,Physics,1987,"In which of the following are the substances
arranged in descending order of their thermal
conductivities?","Copper, steel, glass","Steel, copper, glass","Steel, glass, copper","Copper, glass, steel.",,,
JAMB,Physics,1987,"The vacuum in the Thermos flask helps to reduce
heat transfer by",Convection and radiation,Convection and conduction,Conduction and radiation,Radiation only.,,,
JAMB,Physics,1987,"Which of the following phenomena explains the
fact that a house whose roof is coated with white paint will be cooler in the hot season than one
coated with black paint?",Conduction,Convection,Refraction,Reflection.,,,
JAMB,Physics,1987,"A wave has a frequency of 2 Hz and a wavelength
of 30cm. The velocity of the wave is",60.0m s-1,6.0m s-1,1.5m s-1,0.6m s-1,,,
JAMB,Physics,1987,"A boat at anchor is rocked by waves whose crests
are 100m apart and whose velocity is 25m s-1. At
what interval does the wave crest reach the boat?","2,500.00s",75.00s,4.00s,0.25s,,,
JAMB,Physics,1987,"Which of the following instruments has a pure
tone?",Guitar,Vibrating string,Turning fork,Siren.,,,
JAMB,Physics,1987,"The lowest note emitted by a stretched string has
a frequency of 40 Hz. How many overtones are
there between 40 hZ and 150 Hz?",1,2,3,4.,,,
JAMB,Physics,1987,"When the length I of a piece of wire under constant
tension is varied, the relationship of the frequency
of vibration f with l is",f & l,"f & 1/l
2",f & l,f & 1/l,,,
JAMB,Physics,1987,"Which of the following statements supports the
assumption that light travels in straight lines?",Light can be diffracted,"A source of light produces distinct
shadows of opaque objects","A source of light produces interference
patterns on a suitably placed screens.",Light can be reflected.,,,
JAMB,Physics,1987,"If an object is placed in front of two mirrors inclined
at 900, how many images will be formed?",Five,Four,Three,Two.,,,
JAMB,Physics,1987,"An object 3.0cm high is placed 60.0cm from a
converging lens whose focal length is 20.0cm.
Calculate the size of the image formed.",0.5 cm,1.5 cm,2.0 cm,6.0 cm,,,
JAMB,Physics,1987,"A pool of water appears to be 1.0m deep when
viewed vertically from above. If the refractive index of water is 1.33. what is the actual depth of the
pool?",0.75 m,1.013 m,1.330 m,"13,3000 m",,,
JAMB,Physics,1987,"A ray of light is incident at an angle of 300 on one
top surface of a parallel-sided glass block of
refractive index 1.5. The ray finally emerges from
the lower surface. What is the angular deviation
of the emergent ray?",600,390,280,00,,,
JAMB,Physics,1987,"Four lenses are being considered for use as a
microscope objective. Which of the following focal
lengths is most suitable?",-5mm,+5mm,–5cm,+5cm,,,
JAMB,Physics,1987,"If the angle of declination in a place is 100E,
calculate the true geographic bearing if the
compass reads N400E.",N500E,N400E,N300E,"N250E 4 P Q
1",,,
JAMB,Physics,1987,"4 Fig. 4. In Fig. 4 above, a voltage V is applied across the
terminals P and Q. the voltage across the 1 resistor
is",V .,"V
8
4",V .,"V
3
2",,,
JAMB,Physics,1987,"Two capacitances of 6uF and 8 uF are connected
in series. What additional capacitance must be
connected in series with this combination to give
a total of 3 uF?",3 uF,16 uF,24 uF,30 uF.,,,
JAMB,Physics,1987,"M N P
- Fig. 5 In Fig. 5 above, M and N are insulated metal
spheres in contact. A negatively charged ebonite
rod P is brought near M. when M and N are
separated and the rod is taken away, which of the
following statements is CORRECT?","Both M and N have acquired negative
charges","Both M and N have acquired positive
charges","M has acquired negative charge and N
positive charge","M has acquired positive charge and N
negative charge.",,,
JAMB,Physics,1987,"When a transformer has more secondary windings
than primary winding, it",Has a smaller seconder current,Has a greater power output,Is a step-down transformer,Increases the total energy output.,,,
JAMB,Physics,1987,"A current of 0.5A flows through a resistor when
connected to a 40-V battery. How much energy is
dissipated in 2 minutes?",1 200J,1 500J,2 400J,96 000J.,,,
JAMB,Physics,1987,"The direction of the magnetic field at a point in the
vicinity of a bar magnet is","Always towards the north pole of the
magnet","Always away from the south pole of the
magnet","Along the line joining the point to the
neutral point","In the direction the north pole of a
compass needle would point.",,,
JAMB,Physics,1987,"When two parallel wires carry currents in opposite
directions, the force on either wire is",Away from the other wire,"Zero, because the currents cancel each
other","Twice as much as when the currents are
in the same direction",Towards the other wire.,,,
JAMB,Physics,1987,"A galvanometer of resistance 20 is to be provided
with a shunt that 1/10 of the whole current in a
circuit passes through the galvanometer. The
resistance of the shunt is",2.00,2.22,18.00,18.22,,,
JAMB,Physics,1987,"What type of reaction is represented by the
following scheme? 2
1X + 2
1Y
3
3Z + 1
0n + energy",Fusion reaction,Fission reaction,Chain reaction,Radioactivite decay.,,,
JAMB,Physics,1987,"Which of the following statements is TRUE of
photoelectric effect?",It cannot occur in liquids,"The energy of the emitted electron is
independent of the work function of the
surface","The energy of the emitted electron
depends on the wavelength of the
incident light","The greater the intensity of the incident,
the greater the energy of the emitted
electron.",,,
JAMB,Physics,1987,Isotopes are nuclei which have,"The same number of neutrons and
electrons",Equal number of electrons and protons,"The same atomic number but different
number of neutrons",The same number of total particles.,,,
JAMB,Physics,1987,"A radioactive sample initially contains N atoms.
After three half-lives the number of atoms that have
disintegrated is","N
8","3N
8","5N
8","7N
8",,,
JAMB,Physics,1988,"Which of the following diagrams correctly
represents the relationship between the time (T)
of swing of a simple pendulum and its length (l)? 1.",,,,,,,
JAMB,Physics,1988,"Which of the following are the correct SI units of
the quantities indicated?
I
N (Force)
II.
Nm-1 (Torque)
III
Watt (power)
IV
kg ms-2 (Momentum).",I and II only,I. II and III only,"I, II and IV only",I and III only.,,,
JAMB,Physics,1988,"A lorry travels 10km northwards, 4km eastwards,
6km southwards and 4km westwards to arrive at a
point T. What is the total displacement?",6km south,4km north,6km north,4km east.,,,
JAMB,Physics,1988,"Two forces whose resultant is 100N, are at right
angles to each other. If one of them makes an angle
of 300 with the resultant, determine its magnitude.",8.66 N,50.0 N,57.7 N,86.6 N,,,
JAMB,Physics,1988,"Which of the following quantities are scalars?
I
Electrical potential
II
Torque
III
Momentum
IV
Kinetic energy",II and III only,I and Ii only,III and Iv only,I and Iv only.,,,
JAMB,Physics,1988,"A particle starts from rest and moves with a constant
acceleration of 0.5m s-2. The distance covered by
the particle in 10s is",2.5m,5.0m,25.0m,50.0m,,,
JAMB,Physics,1988,"When taking a penalty kick, a footballer applies a
force of 30.0N for a period of 0.05s. If the mass of
the ball is 0.075kg, calculate the speed with which
the ball moves off.",4.50m s-1,11.25m s-1,20.00m s-1,45.00m s-1,,,
JAMB,Physics,1988,"A 20-toothed gear wheel drives a 60-toothed one,
if the angular speed of the smaller wheel is 120 rev
s-1, the angular speed of the wheel is",3 rev s-1,40 rev s-1,360 rev s –1,2 400 rev s-1,,,
JAMB,Physics,1988,"x(m) 3 1 2 f(s) The figure above show the displacement – time
graphs for three different motions. Which of the
following statements is correct?","Graph 2 corresponds to the highest
velocity",Graph 1 corresponds to zero velocity,"Graph 3 corresponds to a particle moving
in the negative x direction.","Graph 2 corresponds to a particle moving
in the positive x directions.",,,
JAMB,Physics,1988,"y x The figures above show three different ways of
hanging a heavy picture from a hook. The tension
in the string would be",Greatest in X,Greatest in Y,Greatest in Z,Same in each one.,,,
JAMB,Physics,1988,"How long will it take a 60kg man to climb a height
of 22m if he expended energy at the rate of 0.25kW?",5.3s,34.5s,41.6s,"52.8s
[g = I0ms-2]",,,
JAMB,Physics,1988,"A force, 10N, drags a mass 10kg on a
horizontal table with an acceleration of
0.2m s-2. If the acceleration due to gravity
is 10m s-2, the coefficient of friction
between the moving mass and the table
is",0.02,0.08,0.20,0.80,,,
JAMB,Physics,1988,"Which of the following graphs correctly describes
the variation of the mechanical advantage with
load for a simple machine whose velocity ratio is
3? 13. MA
MA Load
Load MA
MA Load
Load",,,,,,,
JAMB,Physics,1988,"A body whose mass is 2kg and has a volume of
500cm just floats when completely immersed in a
liquid. Calculate the density of the liquid.",4.0 x 102kg m-3,4.0 x 103kg m-3,1.0 x 103kg m-3,1.0 x 106kg m-3,,,
JAMB,Physics,1988,"diagram 13.4cm To gas
supply 3.5cm When one arm of a U-tube manometer is connected
to a gas supply, the levels of mercury in the two
arms of the U-tube are as shown in the diagram
above. If the atmospheric pressure is 76.0cm Hg,
the gas pressure is",62.6cm Hg,72.5cm Hg,79.5cm Hg,85.9cm hg,,,
JAMB,Physics,1988,"The product PV where P is pressure and V is
volume has the same unit as",Force,Power,Energy,Acceleration,,,
JAMB,Physics,1988,"The amount of heat needed to raise the temperature
of 10kg of copper by1K is its",Specific heat capacity,Heat capacity,Latent heat,Internal heat.,,,
JAMB,Physics,1988,"A tap supplies water at 250C while another supplies
water at 750C. If a man wishes to bathe with water
at 40C, the ratio of the mass of cold water to the
mass of hot water required is",1 : 3,15 : 8,7 : 3,3 : 1,,,
JAMB,Physics,1988,"Which of the following graphs clearly illustrates
the temperature change which takes place as a
piece of ice at - 100C is heated slowly? 19. T C
o
T C
o 0
0 t(min)
t(min) T C
o
T C
o 0
0 t(min) t(min)",,,,,,,
JAMB,Physics,1988,"When heat is applied to one end of a metal rod, the
molecules at the other end soon begin to vibrate
with greater amplitude than before because heat
has been transfer by",Radiation,Convection,Conduction,Evaporation.,,,
JAMB,Physics,1988,"Which of the following media allow the
transmission of sound waves through them?
I
Air
II
Liquids
III
Solids",I and II only,I and III only,II and III only,"I, II and III.",,,
JAMB,Physics,1988,"X Y The diagram above shows two waveforms X and
Y. If the frequency is 30 HZ, what is the frequency
of Y?",12 Hz,19 Hz,60 Hz,75 Hz,,,
JAMB,Physics,1988,"Which of the following properties is/are common
to all waves?
I
Diffraction
II
refraction
III
Interference",I only,III only,I and III only,"I, II and III.",,,
JAMB,Physics,1988,"A piano wire 0.5m long has a total mass of 0.01kg
and is stretched with a tension of 800N. Calculate
the frequency of the wire when it sounds its
fundamental note.",200 Hz,100 Hz,4 Hz,2 Hz.,,,
JAMB,Physics,1988,A note is called an octave of another note when,Its frequency is twice that of the first note,Its frequency is half that of the first note,"The notes have the same fundamental
frequency",Its periodic time is twice that of the first note.,,,
JAMB,Physics,1988,"Which of the following factors affects the speed
of sound in air?
I
Temperature
II
Pressure
III
Frequency.",I only,II only,I and II only,II and III only.,,,
JAMB,Physics,1988,"The speed of sound in air at sea-level is 340m s-1 while that of light is 300,000km s-1. How far (to the
nearest metre) from the center of thunderstorm is
an observer who hears a thunder 2s after a
lightning flash?",170m,340m,600m,680m.,,,
JAMB,Physics,1988,A slight loading of a turning fork has the effect of,Decreasing its amplitude,Increasing its amplitude,Decreasing its frequency,Increasing its frequency,,,
JAMB,Physics,1988,"Two strings of the same length and under the same
tension give notes of frequencies in the ratio 4 : 1.
The masses of the strings are in the corresponding
ratio of",2 : 1,1 : 2,1 ; 4,1 : 16,,,
JAMB,Physics,1988,"To obtain a magnification of 2.5, how far should an
object be placed from the pole of a thin converging
lens of focal length 10.20m?",0.13m,0.25m,0.28m,0.50m,,,
JAMB,Physics,1988,"M1 60
o diagram M2 In the figure above, what is the angle of reflection
of the ray of light at mirror M2?",900,600,450,300,,,
JAMB,Physics,1988,"An object is place 10 cm in front of a concave
mirror of focal length 15cm. What is the positive
and nature of the image formed?",30cm and virtual,6cm and real,6cm and virtual,30cm and real.,,,
JAMB,Physics,1988,"Which of the following phenomena explain the
formation of a mirage
I
Reflection
III
Refraction
III
Diffraction",I and II only,II and III only,I and III only,"I, II and III.",,,
JAMB,Physics,1988,"When white light is dispersed by a spectrometer,
the component having the shortest wavelength is",Orange,Green,Violet,Red.,,,
JAMB,Physics,1988,"Which of the following statements is TRUE of ultra-
violet, visible and infra-red rays?","They are all electromagnetic waves with
the same wavelength.","Ultra-violet rays have shorter wvelenghts
than infra-red rays and produce
fluorescence.","Infra-red rays have shorter wavelength
than visible light and produce the
sensation of heat.","The wavelengths increase in the
sequence: visible, ultra-violet, infra-red. White",,,
JAMB,Physics,1988,"object E
F
G E, F and G are yellow, red and cyan transparent
light filters respectively. The colour of a white opaque object when viewed through the
arrangement of the filters above is",Yellow,Red,Black,Blue,,,
JAMB,Physics,1988,"Magnetic north 2 3 -X 1 4 The wire X in the figure above is at right angles to
the plane of the paper and carries a current into
the paper. At which of the point labeled 1 – 4 will
the magnetic flux density due to this current be in
the same direction as that of the horizontal
component of the earth’s magnetic field?",1,2,3,4.,,,
JAMB,Physics,1988,A spectrum of sunlight is said to be impure when,It is made of only three colours,It has no red colour in it,The different colours in it overlap,It does not contain white light.,,,
JAMB,Physics,1988,"A cell of internal resistance 2 ohms supplies
current to a 6-ohm resistor. The efficiency of the
cell is",12.0 %,25.0 %,33.3 %,75.0 %,,,
JAMB,Physics,1988,"When a resistance R is across a cell, the voltage
across the terminals of the cell is reduced to two-
thirds of its nominal value. The internal resistance
of the cell is","1 R
3","1 R
2","2 R
3",,R,,
JAMB,Physics,1988,"R X 41 A E In the circuit above, the ammeter reads a current of
3 amps. When R is 5 ohms and reads 6 amps when
R is 2 ohms. The value of the unknown resistance
X is",1,2,3,4,,,
JAMB,Physics,1988,"Which of the following combinations of 2 ìF
capacitors will give an effective capacitance of 3
ìF across terminal XY?",,,,,,,
JAMB,Physics,1988,"A household refrigerator is rated 200 watts. If
electricity costs 5k per kWh, what is the cost of
operating it fo 20 days?",N 4:80,N 48:00,N 480:00,N 4 800:00,,,
JAMB,Physics,1988,"Which of the following instruments consumes the
highest current?
Voltage
Power
Instrument
Rating
Rating","Electric iron
250V
1kW","Television set
220V
110W","Torch light
6V
30W","Immersion
heater
110V
500W",,,
JAMB,Physics,1988,"Which of the following ammeters may be used to
measures alternating current?
I
Moving-coil ammeter II
Moving-iron ammeter
III
Hot-wire ammeter.",I and II only,II and III only,I and III only,"I, II and III.",,,
JAMB,Physics,1988,"The principle of operation of an induction coil is
based on",Ohm’s law,Ampere’s law,Faraday’s law,Coulomb’s law.,,,
JAMB,Physics,1988,A dynamo primarily converts,Mechanical energy into electrical energy,Electrical energy into kinetic energy,Potential energy into kinetic energy,Kinetic energy into potential energy.,,,
JAMB,Physics,1988,"In a certain fusion reaction, a deuteron (2
1H)
interacts with a triton (3
1H) and produces an á-
particle (4
2He) and a second product. The second
product is",A proton,An electron,A neutron,A gamma ray.,,,
JAMB,Physics,1988,"Which of the following symbolic representations
is correct for an atom X with 22 electrons and 43
neutrons?","4
2
3
2X","2
4
2
3X","6
4
5
2X","6
2
5
2X .",,,
JAMB,Physics,1988,"A particle is injected perpendicularly into an
electric field. It travels along a curved path as
depicted in the figure above. The particle is",A gamma ray,An electron,A neutron,A proton.,,,
JAMB,Physics,1989,Which of the following is a set of vectors?,"Force, mass and moment","Acceleration, velocity and moment","Mass, weight and density","Mass, volume and density",,,
JAMB,Physics,1989,"The magnitude of the resultant of two mutually
perpendicular forces, F1 and F2 is 13N. If the
magnitude of F1 is 5N, what is the magnitude of
F2?",2.6 N,8.0 N,12.0 N,18.0 N,,,
JAMB,Physics,1989,"Two points on a velocity-time graph have co-
ordinates (5s, 10m s-1) and (20s, 20m s-1). Calculate
the mean acceleration n between the two points.",0.67m s-1,0.83m s-2,1.50m s-2,2.00m s-2,,,
JAMB,Physics,1989,"diagram p q r s The figure above shows a uniform circular object,
centre R and diameter PS. A circular section, centre
Q and diameter PR is cut away from it. If PQRS is a
straight line, where is the centre of gravity of the
figure?",Q,R,A point between P and R,A point between R and S.,,,
JAMB,Physics,1989,"Which of the following graphs represents motion
with uniform velocity?",,,,,,,
JAMB,Physics,1989,"A simple pendulum of mass m moves along an arc
of a circle radius R in a vertical plane as shown in
the figure above. What is the work done by gravity
in a downward swing through the angle Qto 00?",mgR sinQ,mgR (1 - cos Q,mgR,mgR (1 - sin Q),,,
JAMB,Physics,1989,"A block of mass m is held in equilibrium against a
vertical wall by a horizontal force. If the coefficient
of friction between the block and the wall is u, the
minimum value of the horizontal force is",umg,(1 – u)mg,(1 + u)mg,"mg
u",,,
JAMB,Physics,1989,"A thin film of liquid is trapped between two glass
plates. The force required to pull the plates apart
will increase if the",Surface tension of the liquid is reduced,"Perpendicular distance between the
plates is increased.","Area of the liquid surface in contact with
the plates is increased",Pressure of the air is decreased.,,,
JAMB,Physics,1989,"A block-and-tackle system is used to lift a load of
20N through a vertical height of 10cm. If the
efficiency of the system is 40%, how much work is
done against friction?",80J,120J,300J,500J,,,
JAMB,Physics,1989,"In the figure above, W1 = 200g and W2 = 450g.
Calculate the extension of the spring per unit load.
[g = 10m s-2]",6.0 x 10-5m N-1,2.5 x 10-4m N-1,6.0 x 10-4m N-1,2.5 x 10-2m N-1,,,
JAMB,Physics,1989,"Which of the following devices are used to measure
pressure?
I
Aneroid barometer
II
Hydrometer
III
Hygrometer
IV
Manometer.",I and III,II and III,III and IV,I and IV.,,,
JAMB,Physics,1989,"A piece of wood of mass 40g and uniform cross-
sectional area of 2cm2 floats upright in water. The
length of the wood immersed is",80cm,40cm,20cm,2cm,,,
JAMB,Physics,1989,"The pressure on the gas of constant gas
thermometer at the ice point is 325mm of mercury
and at the steam point 875mm of mercury. Find the
temperature when the pressure of the gas is 190mm
of mercury.",30k,243k,300k,303k,,,
JAMB,Physics,1989,"A column of air 10.0cm long is trapped in a tube at
270C. What is the length of the volume at 1000C?",12.4cm,13.7cm,18.5cm,37.0cm,,,
JAMB,Physics,1989,"A mass of gas at 70C and 70cm of mercury has a
volume of 1200cm3. Determine its volume at 270C
and pressure of 75cm of mercury.",1 200 cm3,1 378 cm3,4 320 cm3,4 629 cm3,,,
JAMB,Physics,1989,"An electric heater is used to melt a block of ice,
mass 1.5kg. If the heater is powered by a 12V
battery and a current of 20A flows through the
coil, calculate the time taken to met the block of ice
at 00C. (Specific latent heat of fusion of ice = 336 x
103J kg-1).",76.0 min,35.0 min,21.0 min,2.9 min.,,,
JAMB,Physics,1989,"From the kinetic theory of gases, temperature is a","Form of energy and is proportional to the total
kinetic energy of the molecules.","Form of energy and is proportional to the
average kinetic energy of the molecules.","Physical property and is proportional to the
total kinetic energy of the molecules.","Physical property and is proportional to the
average energy of the molecules.",,,
JAMB,Physics,1989,"Which of the following correctly represents the
variation of the saturated vapour pressure of water
with temperature?",,,,,,,
JAMB,Physics,1989,"A vibrator of frequency 60 Hz is used in
generating transverse stationary waves in a long thin
wire. If the average distance between successive nodes
on the wire is 45cm, find the speed of the transverse
waves in the wire.",27ms-1,54ms-1,90ms-1,108ms-1,,,
JAMB,Physics,1989,"The air column as shown in the figure above is set
into vibration by the turning fork. In this state of
resonance, the waves in the air column will be",Stationary and transverse,Stationary and longitudinal,Progressive and transverse,Progressive and longitudinal.,,,
JAMB,Physics,1989,"When the tension in a sonometer wire is doubled,
the waves in the air column will be",1/ 2,½,2,2,,,
JAMB,Physics,1989,"In a sound wave in air, the adjacent rarefactions
and compressions are separated by a distance of
17cm. If the velocity of the sound wave is 340ms-1,
determine the frequency.",10 Hz,20 Hz,1 000 Hz,5 780 Hz,,,
JAMB,Physics,1989,"In which of the following diagrams is the length of
the tube equal to one wavelength? 23. diagram",,,,,,,
JAMB,Physics,1989,"Light of wavelength 5000 x 10-8cm travels in free
space with a velocity of 3 x 108m s-1. What is its
wavelength in glass of refractive index 1.5?",3 333 x 10-8cm,5 000 x 10-8cm,6 666 x 10-8cm,7 500 x 10-8cm,,,
JAMB,Physics,1989,"An object is placed 5.6 x 10-4m in front of a
converging lens of focal length 1.0 x 10-8m. The
image formed is","Real, erect and magnified","Virtual, erect and magnified","Real, inverted and magnified","Virtual, erect and diminished.",,,
JAMB,Physics,1989,"The magnification of the image of an object placed
in front of a convex mirror is 1/3. If the radius of
curvature of the mirror is 24cm, what is the distance
between the object and its image?",8 cm,16 cm,24 cm,32 cm,,,
JAMB,Physics,1989,"The plane mirrors in a kaleidoscope are usually
placed",At an angle of 600,Parallel to one another,Perpendicular to one another,At n angle of 450,,,
JAMB,Physics,1989,"A far sighted person cannot see objects that are
less than 100cm away. If this person wants to read
a book at 25cm, what type and focal length of lens
does he need?","Convex, 20cm","Concave, 20cm","Convex, 33cm","Concave, 33cm.",,,
JAMB,Physics,1989,"When a yellow card is observed through a blues
glass, the cord would appear",Black,Green,Red,White,,,
JAMB,Physics,1989,Dispersion of light by a glass prism is due to the,Different hidden colours of the glass,"Different speeds of the various colours
in glass",Defects in the glass,High density of glass.,,,
JAMB,Physics,1989,"Which of the following pairs is NOT part of the
electromagnetic spectrum?
I
Radio waves
II
Beta rays
III
Gamma rays
IV
Alpha rays",I and II,III and IV,I and III,II and IV.,,,
JAMB,Physics,1989,"Two insulated charged spheres of different sizes
and carrying opposite charges are connected
together by a metallic conductor. Current will flow
from one sphere to the other until both spheres",Carry the same magnitude and sign of charge.,Are at the same potential.,Are at the same temperature.,Are of the same size.,,,
JAMB,Physics,1989,"When a number of identical small magnets are
arranged in a line, the strength of the resultant
magnet","Is largest when they are arranged end to
end","Is greatest when they are arranged
parallel with like poles adjacent to each
other.","Depends only on the number of magnets
provided they are parallel.","Is greater when the magnets are arranged
on a wooden surface than on a metal
surface.",,,
JAMB,Physics,1989,A bar magnet is most effectively demagnetized by,"Placing it in a N – 5 position and hitting it with
a hammer.","Subjecting it to an electric current from a
battery","Bringing its north pole in contact with the
north pole of a very strong magnet",Heating the magnet.,,,
JAMB,Physics,1989,"The resistance of a 5m uniform wire of cross-
sectional area 0.2 x 10-6m2 is 0.425. What is the
resistivity of the material of the wire?",1.10 x 10-6 Ohms m,4.25 x 10-6 Ohms m,2.40 x 10-7 Ohms m,1.70 x 10-8 Ohms m,,,
JAMB,Physics,1989,"Three resistors, with substances 250Ohms
500Ohms and 1 kOhms are connected in series. A
6V battery is connected to either end of the
combination. Calculate the potential difference
between the ends of the 250Ohms resistor.",0.20V,0.86V,1.71V,3.43V.,,,
JAMB,Physics,1989,"A calibrated potentiometer is used to measure the
e.m.f. of a cell because the","Internal resistance of a cell is small compared
with that of the potentiometer.",Potentiometer has a linear scale.,Potentiometer takes no current from the cell,"Resistance of the potentiometer is less than
that of a voltmeter.",,,
JAMB,Physics,1989,"In the above circuit diagrams, A is the ammeter
and V the voltmeter. Which of the circuits is correct
for finding the value of the resistance R?",I,II,III,IV.,,,
JAMB,Physics,1989,"Three 2 – u F capacitors are arranged as shown in
the above circuit. The effective capacitance
between E and F is",0.75 uF,1.33 uF,3.00 uF,6.00 uF,,,
JAMB,Physics,1989,"The function of a 5-A fuse included in a circuit
supplying a household refrigerator with power is
to keep the","Temperature of the refrigerator low and
constant.","Current supplied to the refrigerator
below 5A.",Voltage supply constant,"Current supplies to the refrigerator
constant and above 5A. 4
4",,,
JAMB,Physics,1989,"The total power drawn from the cell in the circuit
diagram above is",12W,24W,32W,40W,,,
JAMB,Physics,1989,"Which of the following correctly represents the
relationship between the temperature rise è and
the current l in and experiment to illustrate the
beating effect of the electric current?",,,,,,,
JAMB,Physics,1989,"An ammeter of resistance 0.1 ohms has a full-
scale
deflection of 50 mA. Determine the
resultant full-scale deflection of the meter when
a shunt of 0.0111Ohms is connected across its
terminals.",400 mA,450 mA,500 mA,550 mA.,,,
